zip_code,cases,cases_norm
97002,103,1831.8
97003,448,1730.8
97004,41,934.4
97005,560,2248.5
97006,738,1170.8
97007,728,1087.3
97008,396,1367.0
97009,157,2022.7
97013,489,2155.3
97014,14,1087.0
97015,485,2484.5
97016,48,789.1
97017,12,410.7
97018,18,922.1
97019,57,1803.2
97021,1-9,n/a
97022,46,1235.9
97023,123,1251.0
97024,411,4012.9
97026,174,4560.9
97027,116,956.2
97030,1115,3038.7
97031,285,1551.0
97032,165,3271.9
97034,185,978.6
97035,235,982.8
97038,216,1429.2
97040,13,1045.0
97041,51,1810.4
97042,36,1231.6
97045,689,1341.5
97048,76,1135.9
97049,17,895.2
97051,144,902.4
97053,21,646.8
97054,1-9,n/a
97055,247,1423.6
97056,106,922.0
97058,430,2167.6
97060,539,2539.3
97062,546,1990.2
97063,1-9,n/a
97064,22,635.1
97067,23,1075.8
97068,264,932.7
97070,323,1541.3
97071,1579,5482.1
97078,499,2328.4
97080,1054,2577.8
97086,540,2076.1
97089,213,1777.1
97101,48,1265.2
97103,116,688.1
97106,42,923.1
97107,1-9,n/a
97110,1-9,n/a
97111,47,1489.2
97112,1-9,n/a
97113,535,3779.6
97114,132,2771.9
97115,51,1232.2
97116,580,2406.2
97119,39,882.4
97121,12,867.7
97123,1141,2561.9
97124,731,1511.9
97127,72,1925.1
97128,754,2086.3
97131,1-9,n/a
97132,378,1336.7
97133,49,1225.0
97136,1-9,n/a
97137,17,1300.7
97138,77,768.4
97140,245,1043.7
97141,62,471.8
97146,102,1727.3
97148,34,998.2
97201,161,1039.8
97202,336,866.8
97203,660,2126.2
97204,20,1930.5
97205,54,702.4
97206,693,1456.0
97209,359,2401.3
97210,90,826.7
97211,391,1251.0
97212,190,787.5
97213,323,1105.4
97214,247,1037.2
97215,196,1196.9
97216,380,2436.8
97217,438,1393.2
97218,459,3152.3
97219,389,1004.9
97220,673,2361.8
97221,99,851.2
97222,492,1406.6
97223,624,1336.2
97224,400,1285.3
97225,252,1042.4
97227,76,1975.6
97229,502,862.3
97230,1192,2998.6
97231,32,747.7
97232,130,1133.2
97233,1667,4234.5
97236,1447,3926.5
97239,168,1187.3
97266,904,2714.7
97267,441,1430.0
97301,1471,2748.6
97302,479,1290.0
97303,834,2157.1
97304,524,1841.6
97305,1423,3541.9
97306,459,1677.6
97317,622,2553.9
97321,291,1167.4
97322,414,1216.3
97324,1-9,n/a
97325,80,1209.6
97327,15,522.5
97330,345,831.9
97331,32,1328.9
97333,169,790.6
97338,138,688.5
97341,1-9,n/a
97344,1-9,n/a
97347,17,905.2
97348,11,676.9
97351,235,2280.0
97352,55,981.4
97355,331,1156.8
97358,12,465.8
97360,10,444.6
97361,145,1288.0
97362,103,2374.4
97365,341,3173.9
97366,10,684.9
97367,116,1231.9
97368,1-9,n/a
97370,65,785.9
97374,38,721.6
97375,19,1517.6
97376,1-9,n/a
97378,46,517.9
97380,16,653.3
97381,239,1624.6
97383,138,1439.4
97385,40,1228.1
97386,77,567.6
97389,22,1312.6
97391,28,524.0
97392,77,1483.3
97394,13,280.0
97396,16,507.3
97401,713,1759.6
97402,615,1221.6
97403,196,1686.5
97404,327,1013.8
97405,266,595.8
97408,131,1118.6
97411,13,187.0
97415,72,512.4
97417,11,451.0
97419,12,1125.7
97420,198,720.7
97423,21,308.4
97424,102,579.7
97426,61,627.8
97431,13,556.7
97435,11,468.3
97437,12,466.6
97438,11,923.6
97439,41,285.9
97442,1-9,n/a
97443,12,537.6
97444,22,424.6
97446,80,1662.5
97448,137,1118.9
97449,1-9,n/a
97452,10,704.2
97454,1-9,n/a
97455,22,866.8
97456,20,670.0
97457,82,803.3
97458,10,211.3
97459,112,794.6
97462,30,761.8
97463,27,696.4
97465,1-9,n/a
97467,48,899.0
97469,15,577.8
97470,180,900.7
97471,227,780.1
97477,398,1079.4
97478,408,1102.4
97479,111,1167.8
97487,71,840.3
97488,1-9,n/a
97495,11,758.6
97496,38,497.8
97497,1-9,n/a
97498,1-9,n/a
97499,1-9,n/a
97501,1119,2656.9
97502,443,1599.6
97503,339,3220.0
97504,779,1752.8
97520,193,788.8
97523,25,399.1
97524,189,1307.1
97525,40,869.4
97526,171,499.9
97527,172,510.2
97530,73,1055.5
97532,14,588.7
97535,70,1387.0
97537,40,578.2
97538,10,484.7
97539,18,540.7
97540,89,1122.3
97541,1-9,n/a
97544,1-9,n/a
97601,222,988.5
97603,327,1107.5
97623,14,606.1
97624,38,1085.7
97630,77,1511.0
97632,15,1023.2
97633,28,2057.3
97641,16,1218.6
97701,494,837.4
97702,567,1397.1
97703,301,907.0
97707,27,464.4
97708,10,46.7
97720,51,1125.8
97734,45,1615.2
97738,32,1648.6
97739,39,354.0
97741,274,2300.2
97753,15,744.0
97754,181,974.5
97756,391,1165.3
97759,78,1239.3
97760,55,814.0
97761,420,10534.2
97801,999,4642.0
97813,19,1459.3
97814,200,1615.2
97818,416,10002.4
97820,15,1369.9
97824,21,1264.3
97826,32,2949.3
97827,30,1141.6
97828,25,800.3
97836,19,958.1
97838,1962,7740.9
97844,175,4598.0
97845,63,2375.6
97846,13,687.5
97850,580,3420.8
97862,301,2580.1
97865,16,1379.3
97868,44,2209.9
97869,1-9,n/a
97875,162,6206.9
97882,579,7461.3
97883,32,1294.0
97885,25,1807.7
97886,18,1578.9
97913,405,7327.7
97914,1645,8565.5
97918,204,4496.4
